NodeNumber,xPos,yPos,zPos
2023528,4.3107397e+03,3.5062000e+02,4.4081998e+02
2023529,4.3120801e+03,3.5064999e+02,4.2404999e+02
2023530,4.3134199e+03,3.5069000e+02,4.0728000e+02
2023531,4.2743101e+03,3.5035001e+02,4.1954999e+02
2023532,4.2731299e+03,3.5047000e+02,4.2697998e+02
2023533,4.2699497e+03,3.5045999e+02,4.3419998e+02
2023534,4.2660801e+03,3.5019000e+02,4.4878000e+02
2023535,4.2439297e+03,3.5060001e+02,4.4657999e+02
2023536,4.2526797e+03,3.4992999e+02,4.3644998e+02
2023537,4.0912500e+03,3.2420999e+02,3.5266000e+02
2023538,4.0729500e+03,3.2550998e+02,3.5963998e+02
2023539,4.0546599e+03,3.2675998e+02,3.6657999e+02
2023540,4.0363599e+03,3.2800998e+02,3.7354999e+02
2023541,4.0180898e+03,3.2928998e+02,3.8057999e+02
2023542,3.9998098e+03,3.3056000e+02,3.8753000e+02
2023543,3.9816299e+03,3.3210001e+02,3.9472998e+02
2023544,3.9640000e+03,3.3454999e+02,4.0289999e+02
2023545,3.9463198e+03,3.3700998e+02,4.1106000e+02
2023546,3.9286799e+03,3.3950000e+02,4.1926999e+02
2023547,4.0885100e+03,3.4567999e+02,3.5122000e+02
2023548,4.0700100e+03,3.4712000e+02,3.5806998e+02
2023549,4.0517400e+03,3.4862000e+02,3.6516000e+02
2023550,4.0339800e+03,3.5013998e+02,3.7328998e+02
2023551,4.0162500e+03,3.5160999e+02,3.8139999e+02
2023552,3.9977200e+03,3.5313998e+02,3.8745999e+02
2023553,3.9807400e+03,3.5478998e+02,3.9360001e+02
2023554,3.9638799e+03,3.5676999e+02,4.0110001e+02
2023555,3.9471199e+03,3.5869000e+02,4.0870999e+02
2023556,3.9303599e+03,3.6051999e+02,4.1591998e+02
2023557,4.0849900e+03,3.6704999e+02,3.5178998e+02
2023558,4.0673599e+03,3.6875000e+02,3.5862000e+02
2023559,4.0500000e+03,3.7042999e+02,3.6563000e+02
2023560,4.0330598e+03,3.7217999e+02,3.7388000e+02
2023561,4.0160598e+03,3.7391000e+02,3.8173999e+02
2023562,3.9982300e+03,3.7567999e+02,3.8728998e+02
2023563,3.9814399e+03,3.7725998e+02,3.9351999e+02
2023564,3.9645100e+03,3.7875998e+02,4.0085001e+02
2023565,3.9476499e+03,3.8032999e+02,4.0851999e+02
2023566,3.9308298e+03,3.8195999e+02,4.1572998e+02
2023567,4.0839099e+03,3.8866998e+02,3.5378998e+02
2023568,4.0668599e+03,3.9045999e+02,3.6041998e+02
2023569,4.0497800e+03,3.9228000e+02,3.6716000e+02
2023570,4.0328899e+03,3.9403998e+02,3.7409000e+02
2023571,4.0158899e+03,3.9575998e+02,3.8085001e+02
2023572,3.9986799e+03,3.9767999e+02,3.8734000e+02
2023573,3.9818298e+03,3.9916000e+02,3.9451999e+02
2023574,3.9646099e+03,4.0056000e+02,4.0109000e+02
2023575,3.9483298e+03,4.0189999e+02,4.0956000e+02
2023576,3.9315798e+03,4.0331000e+02,4.1714999e+02
2023577,4.0900598e+03,3.1987000e+02,3.6138000e+02
2023578,4.0719500e+03,3.2091000e+02,3.6848999e+02
2023579,4.0538198e+03,3.2197000e+02,3.7560001e+02
2023580,4.0357000e+03,3.2294000e+02,3.8269998e+02
2023581,4.0175698e+03,3.2389999e+02,3.8981000e+02
2023582,3.9994199e+03,3.2500000e+02,3.9692999e+02
2023583,3.9815000e+03,3.2625000e+02,4.0429999e+02
2023584,3.9638499e+03,3.2806000e+02,4.1244998e+02
2023585,3.9462500e+03,3.2988000e+02,4.2059998e+02
2023586,3.9284700e+03,3.3169000e+02,4.2879999e+02
2023587,4.0878599e+03,3.1907999e+02,4.0410001e+02
2023588,4.0728999e+03,3.2038998e+02,4.1122998e+02
2023589,4.0579399e+03,3.2172000e+02,4.1837000e+02
2023590,4.0429700e+03,3.2307001e+02,4.2550000e+02
2023591,4.0280200e+03,3.2439999e+02,4.3263000e+02
2023592,4.0130398e+03,3.2575998e+02,4.3978000e+02
2023593,3.9981499e+03,3.2720999e+02,4.4709998e+02
2023594,3.9834900e+03,3.2881000e+02,4.5481998e+02
2023595,3.9688599e+03,3.3039999e+02,4.6253000e+02
2023596,3.9540598e+03,3.3201999e+02,4.7031998e+02
2023597,3.9397898e+03,3.3162000e+02,4.5028998e+02
2023598,3.9563899e+03,3.2966998e+02,4.4228998e+02
2023599,3.9728999e+03,3.2773999e+02,4.3437000e+02
2023600,3.9894299e+03,3.2582001e+02,4.2644998e+02
2023601,4.0059600e+03,3.2434000e+02,4.1897000e+02
2023602,4.0224199e+03,3.2310001e+02,4.1169998e+02
2023603,4.0389199e+03,3.2185001e+02,4.0442999e+02
2023604,4.0554399e+03,3.2066000e+02,3.9716000e+02
2023605,4.0719700e+03,3.1944998e+02,3.8989999e+02
2023606,4.0885200e+03,3.1817999e+02,3.8263000e+02
2023607,3.9158198e+03,3.3957001e+02,4.2313998e+02
2023608,3.9029700e+03,3.3966998e+02,4.2703998e+02
2023609,3.8901199e+03,3.3975000e+02,4.3091998e+02
2023610,3.8772600e+03,3.3982999e+02,4.3479999e+02
2023611,3.8644600e+03,3.3754999e+02,4.3884000e+02
2023612,3.8473499e+03,3.3513998e+02,4.4270999e+02
2023613,3.8351799e+03,3.3410001e+02,4.4497000e+02
2023614,3.9160398e+03,3.3178998e+02,4.3391000e+02
2023615,3.9035898e+03,3.3188000e+02,4.3900998e+02
2023616,3.8911599e+03,3.3197998e+02,4.4412000e+02
2023617,3.8785000e+03,3.3145999e+02,4.4850998e+02
2023618,3.8656099e+03,3.3039999e+02,4.5128000e+02
2023619,3.8527200e+03,3.2935001e+02,4.5404999e+02
2023620,3.8398098e+03,3.2831000e+02,4.5581998e+02
2023621,3.9384900e+03,3.3204999e+02,4.7619998e+02
2023622,3.9228999e+03,3.3210001e+02,4.8207999e+02
2023623,3.9073198e+03,3.3214999e+02,4.8797000e+02
2023624,3.8915498e+03,3.3176999e+02,4.9322998e+02
2023625,3.8754800e+03,3.3066998e+02,4.9747000e+02
2023626,3.8594099e+03,3.2957999e+02,5.0170999e+02
2023627,3.8433499e+03,3.2847000e+02,5.0594000e+02
2023628,3.9259299e+03,3.3128998e+02,4.5513998e+02
2023629,3.9122800e+03,3.3094000e+02,4.5998999e+02
2023630,3.8988298e+03,3.3056000e+02,4.6481998e+02
2023631,3.8849099e+03,3.3001999e+02,4.6944000e+02
2023632,3.8701199e+03,3.2934000e+02,4.7384998e+02
2023633,3.8554500e+03,3.2869000e+02,4.7834998e+02
2023634,3.8408999e+03,3.2810001e+02,4.8292999e+02
2023635,4.3178599e+03,3.5584000e+02,3.7248999e+02
2023636,4.2972397e+03,3.5482999e+02,3.6906000e+02
2023637,4.2766099e+03,3.5441998e+02,3.6614999e+02
2023638,4.2559897e+03,3.5404999e+02,3.6323999e+02
2023639,4.2353599e+03,3.5369000e+02,3.6031000e+02
2023640,4.2147300e+03,3.5339999e+02,3.5738998e+02
2023641,4.1941499e+03,3.5306000e+02,3.5445999e+02
2023642,4.3191201e+03,3.7466998e+02,3.7128998e+02
2023643,4.2978599e+03,3.7441998e+02,3.6817999e+02
2023644,4.2773599e+03,3.7416998e+02,3.6520999e+02
2023645,4.2568599e+03,3.7388998e+02,3.6228000e+02
2023646,4.2367100e+03,3.7344998e+02,3.5938998e+02
2023647,4.2168101e+03,3.7288000e+02,3.5648999e+02
2023648,4.1969399e+03,3.7234000e+02,3.5366998e+02
2023649,4.3181299e+03,3.9351999e+02,3.7087000e+02
2023650,4.2972798e+03,3.9357999e+02,3.6803000e+02
2023651,4.2771797e+03,3.9331000e+02,3.6510999e+02
2023652,4.2570801e+03,3.9309000e+02,3.6219998e+02
2023653,4.2371797e+03,3.9270999e+02,3.5939999e+02
2023654,4.2174199e+03,3.9231998e+02,3.5660999e+02
2023655,4.1976797e+03,3.9189999e+02,3.5385001e+02
2023656,4.3166499e+03,4.1239999e+02,3.7054999e+02
2023657,4.2968198e+03,4.1263998e+02,3.6816998e+02
2023658,4.2771001e+03,4.1244000e+02,3.6528000e+02
2023659,4.2573701e+03,4.1219998e+02,3.6239999e+02
2023660,4.2375801e+03,4.1200000e+02,3.5960001e+02
2023661,4.2178198e+03,4.1175000e+02,3.5685999e+02
2023662,4.1980498e+03,4.1150998e+02,3.5419000e+02
2023663,4.3165000e+03,3.5164999e+02,3.8000998e+02
2023664,4.2954097e+03,3.5106000e+02,3.7722998e+02
2023665,4.2744497e+03,3.5128998e+02,3.7439999e+02
2023666,4.2534897e+03,3.5147000e+02,3.7156000e+02
2023667,4.2335000e+03,3.5145999e+02,3.6906000e+02
2023668,4.2114800e+03,3.5123999e+02,3.6642999e+02
2023669,4.1905098e+03,3.5109000e+02,3.6394000e+02
2023670,4.2961699e+03,3.5044000e+02,3.9162000e+02
2023671,4.3152300e+03,3.5076999e+02,3.9366000e+02
2023672,4.1633501e+03,3.4478000e+02,3.5075000e+02
2023673,4.1455498e+03,3.3856000e+02,3.4887000e+02
2023674,4.1276299e+03,3.3257999e+02,3.4826999e+02
2023675,4.1094097e+03,3.2823999e+02,3.5019998e+02
2023676,4.1073999e+03,3.4985001e+02,3.4800000e+02
2023677,4.1246099e+03,3.5463998e+02,3.4612000e+02
2023678,4.1426001e+03,3.6035999e+02,3.4594000e+02
2023679,4.1611299e+03,3.6476999e+02,3.4848999e+02
2023680,4.1033301e+03,3.7170999e+02,3.4791998e+02
2023681,4.1205400e+03,3.7560999e+02,3.4597000e+02
2023682,4.1385098e+03,3.7973999e+02,3.4550998e+02
2023683,4.1568799e+03,3.8447000e+02,3.4782999e+02
2023684,4.1516499e+03,4.0406000e+02,3.4769000e+02
2023685,4.1351499e+03,3.9778000e+02,3.4598999e+02
2023686,4.1180801e+03,3.9322000e+02,3.4675998e+02
2023687,4.1009600e+03,3.8985001e+02,3.4903998e+02
2023688,4.1635601e+03,3.4403998e+02,3.6057999e+02
2023689,4.1454297e+03,3.3751999e+02,3.5788998e+02
2023690,4.1270898e+03,3.3097000e+02,3.5691000e+02
2023691,4.1085801e+03,3.2534000e+02,3.5894000e+02
2023692,4.1611997e+03,3.4409000e+02,3.9731998e+02
2023693,4.1428101e+03,3.3700000e+02,3.9497998e+02
2023694,4.1242998e+03,3.3063998e+02,3.9557999e+02
2023695,4.1060498e+03,3.2485001e+02,3.9985001e+02
2023696,4.1073999e+03,3.2447998e+02,3.7988998e+02
2023697,4.1268301e+03,3.3091000e+02,3.7714999e+02
2023698,4.1439399e+03,3.3685001e+02,3.7785999e+02
2023699,4.1616299e+03,3.4347000e+02,3.7913998e+02
2023700,4.2318501e+03,3.5048999e+02,4.0101999e+02
2023701,4.2529600e+03,3.5022998e+02,4.0272998e+02
2023702,4.2740801e+03,3.5032001e+02,4.0425998e+02
2023703,4.2486699e+03,3.5025000e+02,4.1614999e+02
2023704,4.2579800e+03,3.5031000e+02,4.1428998e+02
2023705,4.2661401e+03,3.5037000e+02,4.1691998e+02
2023706,4.2457500e+03,3.5038998e+02,4.2595999e+02
2023707,4.2365498e+03,3.5069998e+02,4.2879999e+02
2023708,4.1747300e+03,4.0925000e+02,3.5066998e+02
2023709,4.1622598e+03,3.9572000e+02,3.4878000e+02
2023710,4.1755200e+03,3.9903998e+02,3.5054999e+02
2023711,4.1893799e+03,3.9785001e+02,3.5306000e+02
2023712,4.1916201e+03,3.8051999e+02,3.5317999e+02
2023713,4.1905098e+03,3.8922000e+02,3.5297998e+02
2023714,4.1656699e+03,3.7882999e+02,3.4970999e+02
2023715,4.1629297e+03,3.8829999e+02,3.4904999e+02
2023716,4.1787397e+03,3.6797000e+02,3.5085999e+02
2023717,4.1775400e+03,3.7887000e+02,3.5126999e+02
2023718,4.1785601e+03,3.4951999e+02,3.5256000e+02
2023719,4.1767700e+03,3.4838000e+02,3.6269000e+02
2023720,3.9893499e+03,3.5341998e+02,5.8889996e+02
2023721,3.9697200e+03,3.5720999e+02,5.9441998e+02
2023722,3.9500999e+03,3.6100998e+02,5.9991998e+02
2023723,3.9299600e+03,3.6428000e+02,6.0283997e+02
2023724,3.9094500e+03,3.6716998e+02,6.0376996e+02
2023725,3.8889399e+03,3.7006000e+02,6.0470996e+02
2023726,3.8684399e+03,3.7294998e+02,6.0564996e+02
2023727,3.8479299e+03,3.7584000e+02,6.0659998e+02
2023728,3.9912100e+03,3.6597000e+02,5.8853998e+02
2023729,3.9713398e+03,3.6814999e+02,5.9431000e+02
2023730,3.9514600e+03,3.7026999e+02,6.0008997e+02
2023731,3.9312300e+03,3.7264999e+02,6.0325000e+02
2023732,3.9106299e+03,3.7528000e+02,6.0413000e+02
2023733,3.8900200e+03,3.7791000e+02,6.0501996e+02
2023734,3.8694099e+03,3.8053000e+02,6.0591998e+02
2023735,3.8487998e+03,3.8314999e+02,6.0681000e+02
2023736,3.9930798e+03,3.7851999e+02,5.8819000e+02
2023737,3.9729800e+03,3.7916000e+02,5.9420996e+02
2023738,3.9528599e+03,3.7966998e+02,6.0023999e+02
2023739,3.9325100e+03,3.8106998e+02,6.0367999e+02
2023740,3.9118098e+03,3.8344998e+02,6.0450000e+02
2023741,3.8910999e+03,3.8581998e+02,6.0533997e+02
2023742,3.8703999e+03,3.8817999e+02,6.0619000e+02
2023743,3.9951299e+03,3.9081000e+02,5.8585999e+02
2023744,3.9748699e+03,3.9187000e+02,5.9220001e+02
2023745,3.9545898e+03,3.9294000e+02,5.9854999e+02
2023746,3.9289199e+03,3.9416998e+02,6.0278998e+02
2023747,3.9126899e+03,3.9489999e+02,6.0346997e+02
2023748,3.8914600e+03,3.9585001e+02,6.0433997e+02
2023749,3.8702400e+03,3.9679999e+02,6.0526996e+02
2023750,3.8490200e+03,3.9775000e+02,6.0615997e+02
2023751,4.0887200e+03,3.8513000e+02,5.4400000e+02
2023752,4.0783699e+03,3.8579999e+02,5.4798999e+02
2023753,4.0576799e+03,3.8716998e+02,5.5595001e+02
2023754,4.0473298e+03,3.8784000e+02,5.6092999e+02
2023755,4.0372898e+03,3.8822000e+02,5.6656000e+02
2023756,4.0264900e+03,3.8903998e+02,5.7051001e+02
2023757,4.0160300e+03,3.8962000e+02,5.7629999e+02
2023758,4.0060100e+03,3.8995999e+02,5.8196997e+02
2023759,4.0044500e+03,3.7726999e+02,5.8297998e+02
2023760,4.0158499e+03,3.7600000e+02,5.7775000e+02
2023761,4.0272400e+03,3.7472000e+02,5.7151996e+02
2023762,4.0386699e+03,3.7339999e+02,5.6627997e+02
2023763,4.0492898e+03,3.7222998e+02,5.6125000e+02
2023764,4.0597800e+03,3.7116000e+02,5.5609998e+02
2023765,4.0702898e+03,3.7004999e+02,5.5092999e+02
2023766,4.0808398e+03,3.6888998e+02,5.4772998e+02
2023767,4.0914099e+03,3.6769000e+02,5.4351996e+02
2023768,4.0029099e+03,3.6417999e+02,5.8320996e+02
2023769,4.0146099e+03,3.6241000e+02,5.7789001e+02
2023770,4.0263298e+03,3.6063000e+02,5.7154999e+02
2023771,4.0380398e+03,3.5882999e+02,5.6620996e+02
2023772,4.0492000e+03,3.5713998e+02,5.6088000e+02
2023773,4.0603699e+03,3.5544998e+02,5.5534998e+02
2023774,4.0715698e+03,3.5375000e+02,5.4981000e+02
2023775,4.0827800e+03,3.5201999e+02,5.4626996e+02
2023776,4.0940100e+03,3.5028000e+02,5.4170996e+02
2023777,4.0966201e+03,3.3285001e+02,5.3994000e+02
2023778,4.0847998e+03,3.3513000e+02,5.4482001e+02
2023779,4.0729700e+03,3.3739999e+02,5.4869000e+02
2023780,4.0611499e+03,3.3966998e+02,5.5457001e+02
2023781,4.0493298e+03,3.4194000e+02,5.6045001e+02
2023782,4.0374600e+03,3.4422000e+02,5.6619000e+02
2023783,4.0254199e+03,3.4651999e+02,5.7162000e+02
2023784,4.0133999e+03,3.4882001e+02,5.7803998e+02
2023785,4.0013699e+03,3.5112000e+02,5.8347998e+02
2023786,4.0974800e+03,3.2420999e+02,5.3022998e+02
2023787,4.0850898e+03,3.2531000e+02,5.3156000e+02
2023788,4.0727100e+03,3.2638998e+02,5.3789001e+02
2023789,4.0603298e+03,3.2747998e+02,5.4421997e+02
2023790,4.0479600e+03,3.2856000e+02,5.5054999e+02
2023791,4.0355598e+03,3.3009000e+02,5.5666998e+02
2023792,4.0231499e+03,3.3403000e+02,5.6164996e+02
2023793,4.0107300e+03,3.3797000e+02,5.6664001e+02
2023794,3.9983298e+03,3.4191998e+02,5.7162000e+02
2023795,3.9859099e+03,3.4585999e+02,5.7660999e+02
2023796,4.0948098e+03,3.2367999e+02,5.0620999e+02
2023797,4.0822800e+03,3.2466998e+02,5.1260999e+02
2023798,4.0697500e+03,3.2569000e+02,5.1901001e+02
2023799,4.0572200e+03,3.2670999e+02,5.2539996e+02
2023800,4.0446899e+03,3.2772998e+02,5.3179999e+02
2023801,4.0319900e+03,3.2876999e+02,5.3828998e+02
2023802,4.0196199e+03,3.3251999e+02,5.4264996e+02
2023803,4.0068599e+03,3.3647998e+02,5.4709998e+02
2023804,3.9940798e+03,3.4044998e+02,5.5154999e+02
2023805,3.9813198e+03,3.4441998e+02,5.5600000e+02
2023806,3.9586699e+03,3.4694000e+02,5.4073999e+02
2023807,3.9406399e+03,3.5100000e+02,5.4608002e+02
2023808,3.9225698e+03,3.5478000e+02,5.5152997e+02
2023809,3.9044500e+03,3.5775998e+02,5.5727997e+02
2023810,3.8863398e+03,3.6072000e+02,5.6301996e+02
2023811,3.8682300e+03,3.6372998e+02,5.6876001e+02
2023812,3.8501099e+03,3.6669000e+02,5.7450000e+02
2023813,3.9546599e+03,3.4897000e+02,5.2562000e+02
2023814,3.9372000e+03,3.5195999e+02,5.3185999e+02
2023815,3.9200498e+03,3.5487000e+02,5.3800000e+02
2023816,3.9024299e+03,3.5748999e+02,5.4439001e+02
2023817,3.8848999e+03,3.6007999e+02,5.5076001e+02
2023818,3.8673699e+03,3.6269000e+02,5.5713000e+02
2023819,3.8494399e+03,3.6391998e+02,5.5252997e+02
2023820,3.9507100e+03,3.5117999e+02,5.1037997e+02
2023821,3.9338398e+03,3.5319000e+02,5.1739001e+02
2023822,3.9169700e+03,3.5522000e+02,5.2439996e+02
2023823,3.9001199e+03,3.5738998e+02,5.3141998e+02
2023824,3.8832700e+03,3.5954999e+02,5.3844000e+02
2023825,3.8664199e+03,3.6173999e+02,5.4545996e+02
2023826,3.8492400e+03,3.6791998e+02,5.9551996e+02
2023827,3.8690498e+03,3.6522000e+02,5.9410999e+02
2023828,3.8888599e+03,3.6250998e+02,5.9269000e+02
2023829,3.9086599e+03,3.5981998e+02,5.9126996e+02
2023830,3.9284700e+03,3.5713000e+02,5.8984998e+02
2023831,3.9478899e+03,3.5375998e+02,5.8652997e+02
2023832,3.9668999e+03,3.4981000e+02,5.8157001e+02
2023833,3.8686699e+03,3.6447998e+02,5.8147998e+02
2023834,3.8876499e+03,3.6163998e+02,5.7795001e+02
2023835,3.9066399e+03,3.5881000e+02,5.7440997e+02
2023836,3.9256299e+03,3.5598999e+02,5.7088000e+02
2023837,3.9442600e+03,3.5244000e+02,5.6633002e+02
2023838,3.9627800e+03,3.4841998e+02,5.6116998e+02
2023839,4.3058901e+03,3.6162000e+02,5.0225000e+02
2023840,4.2865200e+03,3.6066000e+02,5.0078000e+02
2023841,4.3054897e+03,3.7431000e+02,5.0245999e+02
2023842,4.2861001e+03,3.7410999e+02,5.0089999e+02
2023843,4.3050601e+03,3.8700000e+02,5.0291998e+02
2023844,4.2855298e+03,3.8756000e+02,5.0109998e+02
2023845,4.3053799e+03,3.9969000e+02,5.0263998e+02
2023846,4.2840801e+03,4.0094000e+02,5.0081998e+02
2023847,4.1620298e+03,3.5275000e+02,5.0741000e+02
2023848,4.1455298e+03,3.4835001e+02,5.1547998e+02
2023849,4.1293198e+03,3.4316000e+02,5.2367999e+02
2023850,4.1131001e+03,3.3803998e+02,5.3176001e+02
2023851,4.1106001e+03,3.5319998e+02,5.3345996e+02
2023852,4.1265000e+03,3.5609000e+02,5.2552997e+02
2023853,4.1429497e+03,3.5972000e+02,5.1729999e+02
2023854,4.1607397e+03,3.6331000e+02,5.0848999e+02
2023855,4.1080098e+03,3.6801999e+02,5.3523999e+02
2023856,4.1237998e+03,3.6878998e+02,5.2734998e+02
2023857,4.1406099e+03,3.7103000e+02,5.1902997e+02
2023858,4.1594600e+03,3.7387000e+02,5.0959000e+02
2023859,4.1576201e+03,3.8431998e+02,5.0900000e+02
2023860,4.1408799e+03,3.8419000e+02,5.1865997e+02
2023861,4.1235898e+03,3.8451999e+02,5.2726996e+02
2023862,4.1061201e+03,3.8488998e+02,5.3556000e+02
2023863,4.1625400e+03,3.4816000e+02,5.0200998e+02
2023864,4.1462998e+03,3.4288998e+02,5.0960999e+02
2023865,4.1300000e+03,3.3675000e+02,5.1633997e+02
2023866,4.1139199e+03,3.3056000e+02,5.2319000e+02
2023867,4.1615801e+03,3.4751999e+02,4.8147998e+02
2023868,4.1449399e+03,3.4147000e+02,4.8822000e+02
2023869,4.1285898e+03,3.3519998e+02,4.9319000e+02
2023870,4.1116401e+03,3.2941998e+02,4.9970999e+02
2023871,4.2887700e+03,3.5037000e+02,4.6860999e+02
2023872,4.2900000e+03,3.5038000e+02,4.5298999e+02
2023873,4.3088701e+03,3.5142999e+02,4.6962000e+02
2023874,4.3098101e+03,3.5100000e+02,4.5522000e+02
2023875,4.2870098e+03,3.5319000e+02,4.9712997e+02
2023876,4.3065898e+03,3.5442999e+02,4.9963998e+02
2023877,4.1892397e+03,3.5966000e+02,4.9922000e+02
2023878,4.1753799e+03,3.5614999e+02,5.0234998e+02
2023879,4.1740801e+03,3.6638998e+02,5.0326999e+02
2023880,4.1895898e+03,3.6988998e+02,4.9929999e+02
2023881,4.1728999e+03,3.7653998e+02,5.0404999e+02
2023882,4.1897500e+03,3.8003998e+02,4.9967999e+02
2023883,4.1885000e+03,3.9023999e+02,4.9835999e+02
2023884,4.1730898e+03,3.8566998e+02,5.0292999e+02
2023885,4.1885801e+03,3.5338998e+02,4.9478998e+02
2023886,4.1753999e+03,3.5182999e+02,4.9838998e+02
2023887,3.9608298e+03,3.4059000e+02,4.8684000e+02
2023888,3.9445200e+03,3.4156000e+02,4.9328000e+02
2023889,3.9282300e+03,3.4248999e+02,4.9973999e+02
2023890,3.9119199e+03,3.4345999e+02,5.0616998e+02
2023891,3.8962600e+03,3.4417999e+02,5.1187000e+02
2023892,3.8796499e+03,3.4487000e+02,5.1764001e+02
2023893,3.8630498e+03,3.4553000e+02,5.2342999e+02
2023894,3.8463799e+03,3.4622998e+02,5.2921997e+02
2023895,4.0842500e+03,3.2726999e+02,4.2835999e+02
2023896,4.0704199e+03,3.2860999e+02,4.3481000e+02
2023897,4.0565898e+03,3.2997000e+02,4.4125000e+02
2023898,4.0427700e+03,3.3132001e+02,4.4769998e+02
2023899,4.0289299e+03,3.3269000e+02,4.5413998e+02
2023900,4.0151199e+03,3.3409000e+02,4.6056998e+02
2023901,4.0016599e+03,3.3559000e+02,4.6698999e+02
2023902,3.9880798e+03,3.3723999e+02,4.7359000e+02
2023903,3.9744800e+03,3.3891000e+02,4.8019998e+02
2023904,4.1616401e+03,3.4500000e+02,4.1503998e+02
2023905,4.1423101e+03,3.3734000e+02,4.1422998e+02
2023906,4.1230098e+03,3.3141998e+02,4.1610999e+02
2023907,4.1036099e+03,3.2935001e+02,4.2225000e+02
2023908,4.1877598e+03,3.5131000e+02,4.6791000e+02
2023909,4.1887798e+03,3.5167999e+02,4.4572000e+02
2023910,4.1894697e+03,3.5191998e+02,4.3020999e+02
2023911,4.1895601e+03,3.5148999e+02,4.1426999e+02
2023912,4.1896499e+03,3.5107001e+02,3.9791000e+02
2023913,4.1903701e+03,3.5095999e+02,3.8112000e+02
2023914,4.1755098e+03,3.4819998e+02,3.8000000e+02
2023915,4.1743599e+03,3.4854999e+02,3.9794000e+02
2023916,4.1742700e+03,3.4913000e+02,4.1485999e+02
2023917,4.1741797e+03,3.4967999e+02,4.3134998e+02
2023918,4.1743999e+03,3.5007999e+02,4.4734000e+02
2023919,4.1746401e+03,3.5047000e+02,4.6291000e+02
2023920,4.1749800e+03,3.5112000e+02,4.7810999e+02
2023921,4.2107500e+03,3.5073999e+02,3.9917999e+02
2023922,4.2752900e+03,3.5038998e+02,3.8926999e+02
2023923,4.2543999e+03,3.5041000e+02,3.8692999e+02
2023924,4.2332397e+03,3.5051999e+02,3.8475998e+02
2023925,4.2118101e+03,3.5072000e+02,3.8270999e+02
2023926,4.1981699e+03,3.5194000e+02,4.3076999e+02
2023927,4.2068701e+03,3.5162000e+02,4.2167999e+02
2023928,4.2203501e+03,3.5100000e+02,4.2213998e+02
2023929,4.2194399e+03,3.5135999e+02,4.3281998e+02
2023930,4.2244697e+03,3.5110001e+02,4.4566998e+02
2023931,4.2673501e+03,3.5323999e+02,4.9557999e+02
2023932,4.2476899e+03,3.5328998e+02,4.9403000e+02
2023933,4.2280000e+03,3.5332999e+02,4.9362997e+02
2023934,4.2082900e+03,3.5335999e+02,4.9420999e+02
2023935,4.2685698e+03,3.5053000e+02,4.6794000e+02
2023936,4.2483799e+03,3.5063000e+02,4.6726999e+02
2023937,4.2281699e+03,3.5078998e+02,4.6719000e+02
2023938,4.2079697e+03,3.5104999e+02,4.6754999e+02
2023939,4.2670801e+03,3.6063998e+02,4.9934998e+02
2023940,4.2476401e+03,3.6063000e+02,4.9787997e+02
2023941,4.2281797e+03,3.6041000e+02,4.9764999e+02
2023942,4.2087100e+03,3.6003998e+02,4.9842999e+02
2023943,4.2666401e+03,3.7391000e+02,4.9942999e+02
2023944,4.2471797e+03,3.7370999e+02,4.9789999e+02
2023945,4.2279497e+03,3.7278000e+02,4.9773999e+02
2023946,4.2087700e+03,3.7134000e+02,4.9850998e+02
2023947,4.2660801e+03,3.8720999e+02,4.9948999e+02
2023948,4.2466299e+03,3.8685999e+02,4.9788998e+02
2023949,4.2275698e+03,3.8514999e+02,4.9775998e+02
2023950,4.2086201e+03,3.8263998e+02,4.9847998e+02
2023951,4.2648101e+03,4.0066000e+02,4.9920999e+02
2023952,4.2455298e+03,4.0038998e+02,4.9756000e+02
2023953,4.2264600e+03,3.9770999e+02,4.9737997e+02
2023954,4.2074800e+03,3.9397998e+02,4.9785999e+02
2023955,4.2053398e+03,3.5153998e+02,4.5984000e+02
2023956,4.2641997e+03,3.5048999e+02,4.5660999e+02
2023957,4.2458701e+03,3.5095999e+02,4.5569998e+02
2023958,4.2229097e+03,3.5181000e+02,4.5176999e+02
2023959,4.1977100e+03,3.5178000e+02,4.3726999e+02
2023960,4.2111499e+03,3.5150000e+02,4.4019998e+02
2023961,3.7866499e+03,3.3195999e+02,5.9023999e+02
2023962,3.8108699e+03,3.9612000e+02,5.9940997e+02
2023963,3.7831399e+03,3.1985999e+02,5.1185999e+02
2023964,3.7837600e+03,3.2450000e+02,5.7903998e+02
2023965,3.7835000e+03,3.2516998e+02,4.6216000e+02
2023966,3.7891299e+03,3.3492999e+02,4.5248999e+02
2023967,3.4872600e+03,3.4291000e+02,4.0257999e+02
2023968,3.6862000e+03,3.3812000e+02,4.4497000e+02
2023969,3.6720400e+03,3.3860999e+02,4.4185999e+02
2023970,3.6578799e+03,3.3910001e+02,4.3875998e+02
2023971,3.6437200e+03,3.3957999e+02,4.3566998e+02
2023972,3.6295598e+03,3.4006000e+02,4.3256998e+02
2023973,3.6154199e+03,3.4053000e+02,4.2945999e+02
2023974,3.6012400e+03,3.4097000e+02,4.2631998e+02
2023975,3.5870798e+03,3.4142999e+02,4.2323999e+02
2023976,3.5729299e+03,3.4185999e+02,4.2010999e+02
2023977,3.5587600e+03,3.4228000e+02,4.1698999e+02
2023978,3.5445999e+03,3.4269998e+02,4.1387000e+02
