NodeNumber,xPos,yPos,zPos
2023979,3.5304399e+03,3.4312000e+02,4.1076999e+02
2023980,3.5158098e+03,3.4267999e+02,4.0778000e+02
2023981,3.5014199e+03,3.4247998e+02,4.0569000e+02
2023982,3.4880898e+03,3.3237000e+02,4.0969000e+02
2023983,3.7451399e+03,3.3613998e+02,4.5501999e+02
2023984,3.7523599e+03,3.2387000e+02,4.6769000e+02
2023985,3.7306199e+03,3.3657999e+02,4.5364999e+02
2023986,3.7376799e+03,3.2435999e+02,4.6447000e+02
2023987,3.7158198e+03,3.3709000e+02,4.5141000e+02
2023988,3.7230000e+03,3.2484000e+02,4.6125000e+02
2023989,3.7010000e+03,3.3760999e+02,4.4819000e+02
2023990,3.7083198e+03,3.2534000e+02,4.5803000e+02
2023991,3.6936399e+03,3.2582999e+02,4.5479999e+02
2023992,3.6789600e+03,3.2632999e+02,4.5159000e+02
2023993,3.6642800e+03,3.2682999e+02,4.4837000e+02
2023994,3.6495999e+03,3.2734000e+02,4.4513998e+02
2023995,3.6349199e+03,3.2782999e+02,4.4192999e+02
2023996,3.6202300e+03,3.2832001e+02,4.3869998e+02
2023997,3.6055698e+03,3.2881000e+02,4.3548999e+02
2023998,3.5908799e+03,3.2926999e+02,4.3225998e+02
2023999,3.5762000e+03,3.2972998e+02,4.2903998e+02
2024000,3.5615200e+03,3.3016998e+02,4.2581000e+02
2024001,3.5468398e+03,3.3060999e+02,4.2259000e+02
2024002,3.5321499e+03,3.3104999e+02,4.1935999e+02
2024003,3.5174600e+03,3.3148999e+02,4.1613998e+02
2024004,3.5027800e+03,3.3194998e+02,4.1291998e+02
2024005,3.4876799e+03,3.2622998e+02,5.2535999e+02
2024006,3.4879900e+03,3.2457001e+02,5.0600998e+02
2024007,3.4880300e+03,3.2325000e+02,4.8562000e+02
2024008,3.4880000e+03,3.2285999e+02,4.7019000e+02
2024009,3.4879900e+03,3.2317999e+02,4.5475998e+02
2024010,3.4879900e+03,3.2444000e+02,4.3938000e+02
2024011,3.4880200e+03,3.2719000e+02,4.2419998e+02
2024012,3.5022500e+03,3.2610999e+02,5.2847998e+02
2024013,3.5168198e+03,3.2600000e+02,5.3158997e+02
2024014,3.5313799e+03,3.2588000e+02,5.3470996e+02
2024015,3.5459500e+03,3.2576999e+02,5.3782001e+02
2024016,3.5605100e+03,3.2564999e+02,5.4094000e+02
2024017,3.5750798e+03,3.2553998e+02,5.4406000e+02
2024018,3.5896499e+03,3.2541998e+02,5.4717999e+02
2024019,3.6042100e+03,3.2531000e+02,5.5028998e+02
2024020,3.6187800e+03,3.2519000e+02,5.5340997e+02
2024021,3.6333499e+03,3.2507999e+02,5.5652997e+02
2024022,3.6479199e+03,3.2497000e+02,5.5964996e+02
2024023,3.6624800e+03,3.2485999e+02,5.6276001e+02
2024024,3.6770498e+03,3.2473999e+02,5.6588000e+02
2024025,3.6916199e+03,3.2463000e+02,5.6900000e+02
2024026,3.7061899e+03,3.2450998e+02,5.7212000e+02
2024027,3.7207500e+03,3.2439999e+02,5.7522998e+02
2024028,3.7353198e+03,3.2428000e+02,5.7835999e+02
2024029,3.7499500e+03,3.2410999e+02,5.7946997e+02
2024030,3.5030999e+03,3.2406000e+02,5.0425998e+02
2024031,3.5179800e+03,3.2398999e+02,5.0747000e+02
2024032,3.5327300e+03,3.2394000e+02,5.1066000e+02
2024033,3.5473499e+03,3.2391998e+02,5.1383997e+02
2024034,3.5618799e+03,3.2389999e+02,5.1700000e+02
2024035,3.5763198e+03,3.2392999e+02,5.2014001e+02
2024036,3.5906899e+03,3.2394000e+02,5.2327997e+02
2024037,3.6050200e+03,3.2398999e+02,5.2640997e+02
2024038,3.6193198e+03,3.2401999e+02,5.2952997e+02
2024039,3.6336199e+03,3.2407999e+02,5.3264001e+02
2024040,3.6479299e+03,3.2410999e+02,5.3575000e+02
2024041,3.6622800e+03,3.2412000e+02,5.3885999e+02
2024042,3.6767000e+03,3.2413000e+02,5.4196997e+02
2024043,3.6912000e+03,3.2409000e+02,5.4508002e+02
2024044,3.7058198e+03,3.2401999e+02,5.4819000e+02
2024045,3.7205798e+03,3.2389999e+02,5.5131000e+02
2024046,3.7355000e+03,3.2375000e+02,5.5441998e+02
2024047,3.7506099e+03,3.2351999e+02,5.5753998e+02
2024048,3.5032100e+03,3.2316998e+02,4.8884998e+02
2024049,3.5181799e+03,3.2316000e+02,4.9207999e+02
2024050,3.5329700e+03,3.2316998e+02,4.9531000e+02
2024051,3.5476199e+03,3.2322000e+02,4.9853998e+02
2024052,3.5621299e+03,3.2329999e+02,5.0178000e+02
2024053,3.5765400e+03,3.2341998e+02,5.0500998e+02
2024054,3.5908799e+03,3.2354999e+02,5.0825000e+02
2024055,3.6051699e+03,3.2369998e+02,5.1147998e+02
2024056,3.6194399e+03,3.2385001e+02,5.1470996e+02
2024057,3.6337100e+03,3.2400000e+02,5.1792999e+02
2024058,3.6480200e+03,3.2413000e+02,5.2114001e+02
2024059,3.6623699e+03,3.2422998e+02,5.2432001e+02
2024060,3.6768098e+03,3.2429999e+02,5.2748999e+02
2024061,3.6913398e+03,3.2431000e+02,5.3062000e+02
2024062,3.7060000e+03,3.2425998e+02,5.3370001e+02
2024063,3.7207998e+03,3.2413000e+02,5.3672998e+02
2024064,3.7357600e+03,3.2391000e+02,5.3969000e+02
2024065,3.7508999e+03,3.2362000e+02,5.4256000e+02
2024066,3.5030598e+03,3.2281000e+02,4.7332999e+02
2024067,3.5179399e+03,3.2282999e+02,4.7651999e+02
2024068,3.5326799e+03,3.2291998e+02,4.7975998e+02
2024069,3.5472998e+03,3.2300998e+02,4.8304999e+02
2024070,3.5618298e+03,3.2316998e+02,4.8637997e+02
2024071,3.5762998e+03,3.2332999e+02,4.8975000e+02
2024072,3.5907300e+03,3.2353998e+02,4.9312997e+02
2024073,3.6051499e+03,3.2373999e+02,4.9653998e+02
2024074,3.6195598e+03,3.2394998e+02,4.9994000e+02
2024075,3.6340000e+03,3.2413998e+02,5.0332999e+02
2024076,3.6484600e+03,3.2431000e+02,5.0669000e+02
2024077,3.6629600e+03,3.2444000e+02,5.1000000e+02
2024078,3.6775200e+03,3.2453000e+02,5.1323999e+02
2024079,3.6921299e+03,3.2453998e+02,5.1639996e+02
2024080,3.7068098e+03,3.2450000e+02,5.1944000e+02
2024081,3.7215498e+03,3.2434000e+02,5.2233997e+02
2024082,3.7363398e+03,3.2409000e+02,5.2506000e+02
2024083,3.7511899e+03,3.2367999e+02,5.2758997e+02
2024084,3.5027100e+03,3.2313000e+02,4.5775000e+02
2024085,3.5173699e+03,3.2319000e+02,4.6085999e+02
2024086,3.5319900e+03,3.2326999e+02,4.6410999e+02
2024087,3.5465898e+03,3.2341000e+02,4.6745999e+02
2024088,3.5611799e+03,3.2357001e+02,4.7089999e+02
2024089,3.5757800e+03,3.2375998e+02,4.7439999e+02
2024090,3.5903999e+03,3.2395999e+02,4.7795999e+02
2024091,3.6050400e+03,3.2416998e+02,4.8154999e+02
2024092,3.6197000e+03,3.2435999e+02,4.8513998e+02
2024093,3.6343799e+03,3.2453998e+02,4.8869998e+02
2024094,3.6490898e+03,3.2467999e+02,4.9222000e+02
2024095,3.6637998e+03,3.2478998e+02,4.9564999e+02
2024096,3.6785100e+03,3.2482999e+02,4.9895999e+02
2024097,3.6932100e+03,3.2482001e+02,5.0212997e+02
2024098,3.7078799e+03,3.2469998e+02,5.0512000e+02
2024099,3.7225000e+03,3.2453000e+02,5.0788998e+02
2024100,3.7370398e+03,3.2420999e+02,5.1039999e+02
2024101,3.7514800e+03,3.2376999e+02,5.1262000e+02
2024102,3.5022998e+03,3.2438998e+02,4.4222000e+02
2024103,3.5167000e+03,3.2439999e+02,4.4526999e+02
2024104,3.5312100e+03,3.2447000e+02,4.4850998e+02
2024105,3.5457998e+03,3.2456000e+02,4.5191000e+02
2024106,3.5604800e+03,3.2466998e+02,4.5542999e+02
2024107,3.5752400e+03,3.2479999e+02,4.5906000e+02
2024108,3.5900698e+03,3.2492999e+02,4.6273999e+02
2024109,3.6049500e+03,3.2503998e+02,4.6645999e+02
2024110,3.6198499e+03,3.2514999e+02,4.7016998e+02
2024111,3.6347800e+03,3.2522000e+02,4.7384998e+02
2024112,3.6497000e+03,3.2526999e+02,4.7744998e+02
2024113,3.6645898e+03,3.2525998e+02,4.8094998e+02
2024114,3.6794199e+03,3.2520999e+02,4.8428998e+02
2024115,3.6941699e+03,3.2510001e+02,4.8745999e+02
2024116,3.7088098e+03,3.2492999e+02,4.9041998e+02
2024117,3.7233098e+03,3.2466000e+02,4.9312000e+02
2024118,3.7376399e+03,3.2432999e+02,4.9553998e+02
2024119,3.7517700e+03,3.2382001e+02,4.9763998e+02
2024120,3.5020999e+03,3.2701999e+02,4.2700998e+02
2024121,3.5163899e+03,3.2691998e+02,4.3006000e+02
2024122,3.5308599e+03,3.2682999e+02,4.3329999e+02
2024123,3.5454900e+03,3.2676999e+02,4.3669998e+02
2024124,3.5602500e+03,3.2670999e+02,4.4022000e+02
2024125,3.5751099e+03,3.2666000e+02,4.4382999e+02
2024126,3.5900400e+03,3.2659000e+02,4.4748999e+02
2024127,3.6050200e+03,3.2651999e+02,4.5116000e+02
2024128,3.6200400e+03,3.2639999e+02,4.5482999e+02
2024129,3.6350300e+03,3.2628000e+02,4.5844000e+02
2024130,3.6500100e+03,3.2612000e+02,4.6198999e+02
2024131,3.6649299e+03,3.2592999e+02,4.6544000e+02
2024132,3.6797800e+03,3.2569000e+02,4.6875000e+02
2024133,3.6945200e+03,3.2544000e+02,4.7191998e+02
2024134,3.7091499e+03,3.2512000e+02,4.7491998e+02
2024135,3.7236199e+03,3.2476999e+02,4.7772000e+02
2024136,3.7379399e+03,3.2435001e+02,4.8031000e+02
2024137,3.7520698e+03,3.2389999e+02,4.8266998e+02
2024138,3.7566099e+03,3.3275000e+02,5.8638000e+02
2024139,3.7415200e+03,3.3288000e+02,5.8434998e+02
2024140,3.7265798e+03,3.3353998e+02,5.8151001e+02
2024141,3.7106099e+03,3.3388998e+02,5.7847998e+02
2024142,3.6932700e+03,3.3404999e+02,5.7502997e+02
2024143,3.6797500e+03,3.3420999e+02,5.7135999e+02
2024144,3.6643098e+03,3.3438000e+02,5.6731000e+02
2024145,3.6488799e+03,3.3456000e+02,5.6326001e+02
2024146,3.6334500e+03,3.3472998e+02,5.6021997e+02
2024147,3.6180300e+03,3.3491000e+02,5.5715997e+02
2024148,3.6025999e+03,3.3507999e+02,5.5410999e+02
2024149,3.5871699e+03,3.3525000e+02,5.5106000e+02
2024150,3.5717500e+03,3.3541998e+02,5.4801996e+02
2024151,3.5563198e+03,3.3559000e+02,5.4496997e+02
2024152,3.5408899e+03,3.3575998e+02,5.4191998e+02
2024153,3.5254700e+03,3.3594000e+02,5.3887000e+02
2024154,3.5100400e+03,3.3610001e+02,5.3583002e+02
2024155,3.5030300e+03,3.3619000e+02,5.3445001e+02
2024156,3.4887000e+03,3.3635001e+02,5.3160999e+02
2024157,3.7946699e+03,3.5341998e+02,5.9325000e+02
2024158,3.8027898e+03,3.7476999e+02,5.9626996e+02
2024159,3.7830698e+03,3.2109000e+02,5.5672998e+02
2024160,3.7833499e+03,3.1938000e+02,5.3435999e+02
2024161,3.7838699e+03,3.2216000e+02,4.9342999e+02
2024162,3.7828098e+03,3.2407999e+02,4.7739999e+02
2024163,3.8172500e+03,3.5394998e+02,5.9841998e+02
2024164,3.8165000e+03,3.4620999e+02,5.8727997e+02
2024165,3.8165798e+03,3.4391000e+02,5.6560999e+02
2024166,3.8147300e+03,3.3313000e+02,5.2051996e+02
2024167,3.8163599e+03,3.4169998e+02,5.4344000e+02
2024168,3.8048398e+03,3.3466000e+02,4.5003000e+02
2024169,3.8118499e+03,3.2616998e+02,4.8116000e+02
2024170,3.8116899e+03,3.2669000e+02,4.5898999e+02
2024171,3.7975898e+03,3.2597998e+02,4.6056998e+02
2024172,3.7973198e+03,3.2506000e+02,4.7803000e+02
2024173,3.8257600e+03,3.2751999e+02,4.5839999e+02
2024174,3.8263699e+03,3.2725000e+02,4.8428998e+02
2024175,3.8284800e+03,3.2688998e+02,5.0181000e+02
2024176,3.7987600e+03,3.2363998e+02,4.9356000e+02
2024177,3.7989099e+03,3.2653998e+02,5.1617999e+02
2024178,3.8305598e+03,3.3969000e+02,5.2485999e+02
2024179,3.8328799e+03,3.5285001e+02,5.4796997e+02
2024180,3.7998398e+03,3.3057001e+02,5.3889996e+02
2024181,3.8001299e+03,3.3535999e+02,5.8315997e+02
2024182,3.7998198e+03,3.3248999e+02,5.6116998e+02
2024183,3.8328799e+03,3.5706000e+02,5.9140997e+02
2024184,3.8333398e+03,3.5529999e+02,5.7004999e+02
2024185,3.8325898e+03,3.6488998e+02,6.0250000e+02
2024186,3.8018999e+03,3.4300000e+02,5.9433002e+02
2024187,3.8299500e+03,3.9694000e+02,6.0272998e+02
2024188,3.8257898e+03,3.7895999e+02,6.0157996e+02
2024189,3.8179099e+03,3.3510999e+02,4.4766000e+02
2024190,3.1526399e+03,4.5685999e+02,5.0862000e+02
2024191,3.1429700e+03,4.6487997e+02,5.0682999e+02
2024192,3.1329800e+03,4.7244998e+02,5.0494000e+02
2024193,3.1227200e+03,4.7966000e+02,5.0297000e+02
2024194,3.1125798e+03,4.8679999e+02,5.0103000e+02
2024195,3.1553000e+03,4.6213998e+02,5.1488000e+02
2024196,3.1443198e+03,4.6894000e+02,5.1276996e+02
2024197,3.1334399e+03,4.7594000e+02,5.1056000e+02
2024198,3.1228799e+03,4.8329999e+02,5.0820999e+02
2024199,3.1123198e+03,4.9066000e+02,5.0585999e+02
2024200,3.1659500e+03,4.7659000e+02,5.1469000e+02
2024201,3.1532500e+03,4.8572998e+02,5.1292999e+02
2024202,3.1413899e+03,4.9409998e+02,5.1126999e+02
2024203,3.1295598e+03,4.9966000e+02,5.0925000e+02
2024204,3.1166399e+03,5.0573999e+02,5.0703998e+02
2024205,3.1765999e+03,4.9103000e+02,5.1450000e+02
2024206,3.1629199e+03,5.0175998e+02,5.1307001e+02
2024207,3.1497600e+03,5.1206000e+02,5.1172998e+02
2024208,3.1363799e+03,5.1683002e+02,5.1010999e+02
2024209,3.1209500e+03,5.2082001e+02,5.0820999e+02
2024210,3.1733000e+03,5.1901001e+02,5.1316998e+02
2024211,3.1537800e+03,5.3072998e+02,5.1160999e+02
2024212,3.1384700e+03,5.3677997e+02,5.1215997e+02
2024213,3.1283499e+03,5.4088000e+02,5.0795999e+02
2024214,3.1865300e+03,4.6203998e+02,5.1444000e+02
2024215,3.1898000e+03,4.6603000e+02,5.1421997e+02
2024216,3.1931099e+03,4.7006000e+02,5.1403998e+02
2024217,3.1965300e+03,4.2607999e+02,5.1401996e+02
2024218,3.1825598e+03,4.3787000e+02,5.1460999e+02
2024219,3.1689399e+03,4.4997000e+02,5.1476996e+02
2024220,3.2031199e+03,4.5006998e+02,5.1357001e+02
2024221,3.1955898e+03,4.5131000e+02,5.1335999e+02
2024222,3.1900598e+03,4.5529999e+02,5.1365997e+02
2024223,3.2093298e+03,4.4142999e+02,5.1290997e+02
2024224,3.2221299e+03,4.5678998e+02,5.1178998e+02
2024225,3.2349399e+03,4.6913998e+02,5.1162000e+02
2024226,3.2076199e+03,4.5500998e+02,5.1347998e+02
2024227,3.2121099e+03,4.5995999e+02,5.1307001e+02
2024228,3.2166099e+03,4.6489999e+02,5.1290997e+02
2024229,3.2521799e+03,3.8594000e+02,5.1314996e+02
2024230,3.2384399e+03,3.9504999e+02,5.1340997e+02
2024231,3.2247800e+03,4.0426999e+02,5.1365997e+02
2024232,3.2114199e+03,4.1391000e+02,5.1387000e+02
2024233,3.2650200e+03,4.0019998e+02,5.1162000e+02
2024234,3.2507000e+03,4.1013000e+02,5.1197998e+02
2024235,3.2363799e+03,4.2006998e+02,5.1233997e+02
2024236,3.2225698e+03,4.3038000e+02,5.1265997e+02
2024237,3.2710500e+03,4.1906000e+02,5.1022998e+02
2024238,3.2584700e+03,4.2819000e+02,5.1064999e+02
2024239,3.2458999e+03,4.3734000e+02,5.1107999e+02
2024240,3.2338098e+03,4.4679999e+02,5.1144998e+02
2024241,3.2770798e+03,4.3791000e+02,5.0985999e+02
2024242,3.2663398e+03,4.4620999e+02,5.1031998e+02
2024243,3.2555999e+03,4.5441000e+02,5.1316998e+02
2024244,3.2451199e+03,4.6216000e+02,5.1125000e+02
2024245,3.2818398e+03,3.7160001e+02,5.1248999e+02
2024246,3.2972900e+03,3.6553998e+02,5.1222998e+02
2024247,3.2823899e+03,3.9219998e+02,5.1131998e+02
2024248,3.2999700e+03,3.8469998e+02,5.1112997e+02
2024249,3.2867500e+03,4.1119998e+02,5.1009000e+02
2024250,3.3026799e+03,4.0385999e+02,5.1004999e+02
2024251,3.2911499e+03,4.3019998e+02,5.0888998e+02
2024252,3.3054399e+03,4.2300000e+02,5.0900998e+02
2024253,3.0603599e+03,5.0997000e+02,3.2385999e+02
2024254,3.0600798e+03,5.0969998e+02,3.4439999e+02
2024255,3.0598000e+03,5.0947000e+02,3.6492999e+02
2024256,3.0595300e+03,5.0922998e+02,3.8545999e+02
2024257,3.0592600e+03,5.0900000e+02,4.0598999e+02
2024258,3.0582200e+03,5.0913998e+02,4.2645999e+02
2024259,3.0569399e+03,5.0938998e+02,4.4694998e+02
2024260,3.0556699e+03,5.0963998e+02,4.6744000e+02
2024261,3.0545400e+03,5.0997998e+02,4.8201999e+02
2024262,3.0391699e+03,5.1163998e+02,3.2145999e+02
2024263,3.0389199e+03,5.1128998e+02,3.4163998e+02
2024264,3.0386699e+03,5.1097000e+02,3.6182999e+02
2024265,3.0384299e+03,5.1064999e+02,3.8200998e+02
2024266,3.0381799e+03,5.1034998e+02,4.0219998e+02
2024267,3.0373198e+03,5.1034998e+02,4.2231000e+02
2024268,3.0363098e+03,5.1041998e+02,4.4245999e+02
2024269,3.0353000e+03,5.1048999e+02,4.6260999e+02
2024270,3.0342900e+03,5.1054999e+02,4.8279999e+02
2024271,3.0179800e+03,5.1329999e+02,3.1906000e+02
2024272,3.0177600e+03,5.1287000e+02,3.3888998e+02
2024273,3.0175400e+03,5.1246997e+02,3.5870999e+02
2024274,3.0173198e+03,5.1208002e+02,3.7854999e+02
2024275,3.0171099e+03,5.1169998e+02,3.9837000e+02
2024276,3.0164399e+03,5.1153998e+02,4.1816000e+02
2024277,3.0156899e+03,5.1144998e+02,4.3795999e+02
2024278,3.0149399e+03,5.1134000e+02,4.5776999e+02
2024279,3.0141099e+03,5.1116000e+02,4.8057999e+02
2024280,2.9967900e+03,5.1495001e+02,3.1666000e+02
2024281,2.9965999e+03,5.1445001e+02,3.3612000e+02
2024282,2.9964099e+03,5.1396997e+02,3.5559000e+02
2024283,2.9962200e+03,5.1350000e+02,3.7504999e+02
2024284,2.9960400e+03,5.1303998e+02,3.9451999e+02
2024285,2.9955798e+03,5.1273999e+02,4.1400000e+02
2024286,2.9950798e+03,5.1245996e+02,4.3345999e+02
2024287,2.9945898e+03,5.1216998e+02,4.5291998e+02
2024288,2.9939399e+03,5.1178000e+02,4.7837000e+02
2024289,3.0599299e+03,5.1706000e+02,3.1284000e+02
2024290,3.0410300e+03,5.1897998e+02,3.1210001e+02
2024291,3.0221299e+03,5.2090997e+02,3.1135999e+02
2024292,3.0032300e+03,5.2284998e+02,3.1063000e+02
2024293,3.1226099e+03,4.8197000e+02,3.4569998e+02
2024294,3.1216799e+03,4.8241998e+02,3.6513998e+02
2024295,3.1207700e+03,4.8288998e+02,3.8457999e+02
2024296,3.1198499e+03,4.8335999e+02,4.0401999e+02
2024297,3.1189399e+03,4.8384000e+02,4.2345999e+02
2024298,3.1174900e+03,4.8451999e+02,4.4288000e+02
2024299,3.1158499e+03,4.8528998e+02,4.6225998e+02
2024300,3.1142200e+03,4.8604999e+02,4.8164999e+02
2024301,3.1014900e+03,4.9247998e+02,4.9698999e+02
2024302,3.1030400e+03,4.9191000e+02,4.7869998e+02
2024303,3.1046399e+03,4.9134000e+02,4.5942999e+02
2024304,3.1062600e+03,4.9078000e+02,4.4017999e+02
2024305,3.1077100e+03,4.9026999e+02,4.2070999e+02
2024306,3.1085798e+03,4.8992999e+02,4.0059000e+02
2024307,3.1094700e+03,4.8959000e+02,3.8044000e+02
2024308,3.1103699e+03,4.8925000e+02,3.6025000e+02
2024309,3.1113098e+03,4.8891998e+02,3.4003000e+02
2024310,3.0903899e+03,4.9812000e+02,4.9194998e+02
2024311,3.0921399e+03,4.9748999e+02,4.7578000e+02
2024312,3.0939199e+03,4.9694000e+02,4.5660999e+02
2024313,3.0956499e+03,4.9641998e+02,4.3738998e+02
2024314,3.0971099e+03,4.9600998e+02,4.1779999e+02
2024315,3.0977800e+03,4.9578998e+02,3.9717999e+02
2024316,3.0983899e+03,4.9562000e+02,3.7656000e+02
2024317,3.0989199e+03,4.9550000e+02,3.5592999e+02
2024318,3.0993999e+03,4.9544998e+02,3.3529999e+02
2024319,3.0868198e+03,5.0147998e+02,3.3160001e+02
2024320,3.0864500e+03,5.0137997e+02,3.5207999e+02
2024321,3.0860898e+03,5.0132999e+02,3.7256000e+02
2024322,3.0857400e+03,5.0126999e+02,3.9303998e+02
2024323,3.0853799e+03,5.0119998e+02,4.1351999e+02
2024324,3.0839500e+03,5.0142999e+02,4.3325000e+02
2024325,3.0821699e+03,5.0172998e+02,4.5275998e+02
2024326,3.0803899e+03,5.0204999e+02,4.7226999e+02
2024327,3.0786899e+03,5.0239999e+02,4.8884000e+02
2024328,3.0736199e+03,5.0579999e+02,3.2773999e+02
2024329,3.0733000e+03,5.0559998e+02,3.4823999e+02
2024330,3.0730000e+03,5.0544998e+02,3.6873999e+02
2024331,3.0727000e+03,5.0528998e+02,3.8925000e+02
2024332,3.0723899e+03,5.0512997e+02,4.0975000e+02
2024333,3.0711399e+03,5.0529999e+02,4.2984000e+02
2024334,3.0695999e+03,5.0557999e+02,4.4982999e+02
2024335,3.0680598e+03,5.0584998e+02,4.6984000e+02
2024336,3.0666199e+03,5.0619000e+02,4.8591000e+02
2024337,3.1569600e+03,4.5328000e+02,3.6085001e+02
2024338,3.1561199e+03,4.5339999e+02,3.7931998e+02
2024339,3.1552900e+03,4.5353998e+02,3.9778998e+02
2024340,3.1544500e+03,4.5366998e+02,4.1626999e+02
2024341,3.1536099e+03,4.5379999e+02,4.3473999e+02
2024342,3.1532300e+03,4.5441000e+02,4.5319998e+02
2024343,3.1530400e+03,4.5523999e+02,4.7166998e+02
2024344,3.1528499e+03,4.5606000e+02,4.9013998e+02
2024345,3.1487200e+03,4.6063998e+02,3.5663000e+02
2024346,3.1476499e+03,4.6109000e+02,3.7519998e+02
2024347,3.1466499e+03,4.6150998e+02,3.9382999e+02
2024348,3.1457200e+03,4.6188998e+02,4.1253998e+02
2024349,3.1448599e+03,4.6220999e+02,4.3131000e+02
2024350,3.1442700e+03,4.6288998e+02,4.5009998e+02
2024351,3.1438000e+03,4.6363998e+02,4.6892999e+02
2024352,3.1433799e+03,4.6431998e+02,4.8784998e+02
2024353,3.1404800e+03,4.6800000e+02,3.5241000e+02
2024354,3.1395500e+03,4.6842999e+02,3.7125998e+02
2024355,3.1387400e+03,4.6881998e+02,3.9020999e+02
2024356,3.1380200e+03,4.6913998e+02,4.0925000e+02
2024357,3.1373999e+03,4.6941000e+02,4.2839999e+02
2024358,3.1366199e+03,4.6991998e+02,4.4756998e+02
2024359,3.1356299e+03,4.7066000e+02,4.6669000e+02
2024360,3.1344299e+03,4.7150998e+02,4.8581998e+02
2024361,3.1317400e+03,4.7510999e+02,3.4878000e+02
2024362,3.1310798e+03,4.7528000e+02,3.6810999e+02
2024363,3.1303599e+03,4.7550998e+02,3.8742999e+02
2024364,3.1295798e+03,4.7581998e+02,4.0675998e+02
2024365,3.1287200e+03,4.7617999e+02,4.2607999e+02
2024366,3.1275100e+03,4.7687997e+02,4.4532999e+02
2024367,3.1260500e+03,4.7773999e+02,4.6454999e+02
2024368,3.1244700e+03,4.7867999e+02,4.8375998e+02
2024369,3.1956199e+03,4.1935999e+02,3.7919000e+02
2024370,3.1955898e+03,4.1906000e+02,3.9519000e+02
2024371,3.1955598e+03,4.1873999e+02,4.1119998e+02
2024372,3.1955300e+03,4.1842999e+02,4.2720999e+02
2024373,3.1954900e+03,4.1809998e+02,4.4322000e+02
2024374,3.1952000e+03,4.1841000e+02,4.5919998e+02
2024375,3.1947700e+03,4.1906998e+02,4.7519000e+02
2024376,3.1943298e+03,4.1972000e+02,4.9119000e+02
2024377,3.1938799e+03,4.2035999e+02,5.0717999e+02
2024378,3.1827100e+03,4.3070999e+02,3.7309000e+02
2024379,3.1825798e+03,4.3047998e+02,3.8969000e+02
2024380,3.1824500e+03,4.3025998e+02,4.0631000e+02
2024381,3.1823098e+03,4.3003000e+02,4.2291998e+02
2024382,3.1821699e+03,4.2979999e+02,4.3953998e+02
2024383,3.1817700e+03,4.3022000e+02,4.5659998e+02
2024384,3.1812300e+03,4.3097998e+02,4.7391998e+02
2024385,3.1806899e+03,4.3173999e+02,4.9125000e+02
2024386,3.1801299e+03,4.3247998e+02,5.0859998e+02
2024387,3.1697300e+03,4.4207999e+02,3.6692999e+02
2024388,3.1693298e+03,4.4200998e+02,3.8438998e+02
2024389,3.1689199e+03,4.4191998e+02,4.0185001e+02
2024390,3.1685100e+03,4.4184000e+02,4.1931998e+02
2024391,3.1680898e+03,4.4175998e+02,4.3678998e+02
2024392,3.1676799e+03,4.4228000e+02,4.5466998e+02
2024393,3.1672500e+03,4.4307999e+02,4.7275998e+02
2024394,3.1668198e+03,4.4387000e+02,4.9084998e+02
2024395,3.1663799e+03,4.4464999e+02,5.0894000e+02
2024396,3.2025798e+03,4.2482999e+02,3.7403000e+02
2024397,3.1884199e+03,4.3532999e+02,3.6735001e+02
2024398,3.1750400e+03,4.4663000e+02,3.6050000e+02
2024399,3.1625598e+03,4.5888000e+02,3.5344998e+02
2024400,3.2155798e+03,4.1467999e+02,3.7988998e+02
2024401,3.2096299e+03,4.0678000e+02,3.8635001e+02
2024402,3.0066099e+03,5.6097998e+02,3.1134000e+02
2024403,2.9862900e+03,5.5964001e+02,3.1119000e+02
2024404,2.9659600e+03,5.5828998e+02,3.1107001e+02
2024405,2.9456499e+03,5.5694000e+02,3.1094998e+02
2024406,3.0602700e+03,5.5320996e+02,3.1388998e+02
2024407,3.0606499e+03,5.4114996e+02,3.1235999e+02
2024408,3.0423799e+03,5.5579999e+02,3.1303998e+02
2024409,3.0419800e+03,5.4332001e+02,3.1150998e+02
2024410,3.0244900e+03,5.5839001e+02,3.1217999e+02
2024411,3.0231499e+03,5.3925000e+02,3.1064999e+02
2024412,3.2091199e+03,4.6884998e+02,5.1315997e+02
2024413,3.2014399e+03,4.7153998e+02,5.1369000e+02
2024414,3.2175100e+03,4.8112000e+02,5.1250000e+02
2024415,3.2011299e+03,4.9651999e+02,5.1383997e+02
2024416,3.1543198e+03,4.6759000e+02,3.4889999e+02
2024417,3.1460598e+03,4.7628000e+02,3.4435001e+02
2024418,3.1371599e+03,4.8416998e+02,3.3959000e+02
2024419,3.1273999e+03,4.9081998e+02,3.3457999e+02
2024420,3.1761599e+03,5.2192999e+02,3.5888998e+02
2024421,3.1665598e+03,5.2862000e+02,3.5401999e+02
2024422,3.1543298e+03,5.3258002e+02,3.5016998e+02
2024423,3.1382600e+03,5.2127997e+02,3.4032999e+02
2024424,3.1500999e+03,5.1526996e+02,3.4589999e+02
2024425,3.1607400e+03,5.0984000e+02,3.4981000e+02
2024426,3.1697200e+03,5.0410999e+02,3.5489999e+02
2024427,3.1325999e+03,5.0601999e+02,3.3797000e+02
2024428,3.1435898e+03,4.9962000e+02,3.4339999e+02
2024429,3.1529500e+03,4.9309998e+02,3.4813000e+02
